 
      1    840    350      1
    1  0.3896641E+00  0.1749985E-01 -0.2016667E+00  0.9989931E+00  0.4486386E-01  0.0000000E+00  0.1284617E-02
    1  0.3896641E+00  0.1749985E-01 -0.1650000E+00  0.9989931E+00  0.4486386E-01  0.0000000E+00  0.1284613E-02
    1  0.3896641E+00  0.1749985E-01 -0.1283334E+00  0.9989931E+00  0.4486386E-01  0.0000000E+00  0.1284617E-02
    1  0.3896641E+00  0.1749985E-01 -0.9166665E-01  0.9989931E+00  0.4486386E-01  0.0000000E+00  0.1284617E-02
    1  0.3896641E+00  0.1749985E-01 -0.5500000E-01  0.9989931E+00  0.4486386E-01  0.0000000E+00  0.1284614E-02
    1  0.3896641E+00  0.1749985E-01 -0.1833335E-01  0.9989931E+00  0.4486386E-01  0.0000000E+00  0.1284617E-02
    1  0.3865268E+00  0.5235860E-01 -0.2016667E+00  0.9909496E+00  0.1342347E+00  0.0000000E+00  0.1284614E-02
    1  0.3865268E+00  0.5235860E-01 -0.1650000E+00  0.9909496E+00  0.1342347E+00  0.0000000E+00  0.1284609E-02
    1  0.3865268E+00  0.5235860E-01 -0.1283334E+00  0.9909496E+00  0.1342347E+00  0.0000000E+00  0.1284614E-02
    1  0.3865268E+00  0.5235860E-01 -0.9166665E-01  0.9909496E+00  0.1342347E+00  0.0000000E+00  0.1284613E-02
    1  0.3865268E+00  0.5235860E-01 -0.5500001E-01  0.9909496E+00  0.1342347E+00  0.0000000E+00  0.1284610E-02
    1  0.3865268E+00  0.5235860E-01 -0.1833335E-01  0.9909496E+00  0.1342347E+00  0.0000000E+00  0.1284613E-02
    1  0.3802773E+00  0.8679581E-01 -0.2016667E+00  0.9749281E+00  0.2225200E+00  0.0000000E+00  0.1284618E-02
    1  0.3802773E+00  0.8679581E-01 -0.1650000E+00  0.9749281E+00  0.2225200E+00  0.0000000E+00  0.1284614E-02
    1  0.3802773E+00  0.8679581E-01 -0.1283334E+00  0.9749281E+00  0.2225200E+00  0.0000000E+00  0.1284618E-02
    1  0.3802773E+00  0.8679581E-01 -0.9166665E-01  0.9749281E+00  0.2225200E+00  0.0000000E+00  0.1284618E-02
    1  0.3802773E+00  0.8679581E-01 -0.5500001E-01  0.9749281E+00  0.2225201E+00  0.0000000E+00  0.1284614E-02
    1  0.3802773E+00  0.8679581E-01 -0.1833335E-01  0.9749281E+00  0.2225200E+00  0.0000000E+00  0.1284618E-02
    1  0.3709661E+00  0.1205342E+00 -0.2016667E+00  0.9510563E+00  0.3090174E+00  0.0000000E+00  0.1284616E-02
    1  0.3709661E+00  0.1205342E+00 -0.1650000E+00  0.9510564E+00  0.3090174E+00  0.0000000E+00  0.1284612E-02
    1  0.3709661E+00  0.1205342E+00 -0.1283334E+00  0.9510563E+00  0.3090174E+00  0.0000000E+00  0.1284616E-02
    1  0.3709661E+00  0.1205342E+00 -0.9166665E-01  0.9510563E+00  0.3090174E+00  0.0000000E+00  0.1284616E-02
    1  0.3709661E+00  0.1205342E+00 -0.5500000E-01  0.9510564E+00  0.3090175E+00  0.0000000E+00  0.1284612E-02
    1  0.3709661E+00  0.1205342E+00 -0.1833335E-01  0.9510563E+00  0.3090174E+00  0.0000000E+00  0.1284616E-02
    1  0.3586681E+00  0.1533021E+00 -0.2016667E+00  0.9195279E+00  0.3930248E+00  0.0000000E+00  0.1284615E-02
    1  0.3586681E+00  0.1533021E+00 -0.1650000E+00  0.9195279E+00  0.3930248E+00  0.0000000E+00  0.1284611E-02
    1  0.3586681E+00  0.1533021E+00 -0.1283334E+00  0.9195279E+00  0.3930248E+00  0.0000000E+00  0.1284615E-02
    1  0.3586681E+00  0.1533021E+00 -0.9166665E-01  0.9195278E+00  0.3930248E+00  0.0000000E+00  0.1284615E-02
    1  0.3586681E+00  0.1533021E+00 -0.5500000E-01  0.9195278E+00  0.3930248E+00  0.0000000E+00  0.1284612E-02
    1  0.3586681E+00  0.1533021E+00 -0.1833335E-01  0.9195278E+00  0.3930248E+00  0.0000000E+00  0.1284615E-02
    1  0.3434823E+00  0.1848357E+00 -0.2016667E+00  0.8805949E+00  0.4738699E+00  0.0000000E+00  0.1284616E-02
    1  0.3434823E+00  0.1848357E+00 -0.1650000E+00  0.8805948E+00  0.4738699E+00  0.0000000E+00  0.1284612E-02
    1  0.3434823E+00  0.1848357E+00 -0.1283334E+00  0.8805949E+00  0.4738699E+00  0.0000000E+00  0.1284616E-02
    1  0.3434823E+00  0.1848357E+00 -0.9166665E-01  0.8805948E+00  0.4738699E+00  0.0000000E+00  0.1284616E-02
    1  0.3434823E+00  0.1848357E+00 -0.5500001E-01  0.8805949E+00  0.4738699E+00  0.0000000E+00  0.1284613E-02
    1  0.3434823E+00  0.1848357E+00 -0.1833335E-01  0.8805948E+00  0.4738699E+00  0.0000000E+00  0.1284616E-02
    1  0.3255310E+00  0.2148812E+00 -0.2016667E+00  0.8345743E+00  0.5508953E+00  0.0000000E+00  0.1284617E-02
    1  0.3255310E+00  0.2148812E+00 -0.1650000E+00  0.8345743E+00  0.5508953E+00  0.0000000E+00  0.1284613E-02
    1  0.3255310E+00  0.2148812E+00 -0.1283334E+00  0.8345743E+00  0.5508953E+00  0.0000000E+00  0.1284617E-02
    1  0.3255310E+00  0.2148812E+00 -0.9166665E-01  0.8345743E+00  0.5508953E+00  0.0000000E+00  0.1284617E-02
    1  0.3255310E+00  0.2148812E+00 -0.5500001E-01  0.8345743E+00  0.5508953E+00  0.0000000E+00  0.1284614E-02
    1  0.3255310E+00  0.2148812E+00 -0.1833335E-01  0.8345743E+00  0.5508953E+00  0.0000000E+00  0.1284617E-02
    1  0.3049588E+00  0.2431965E+00 -0.2016667E+00  0.7818320E+00  0.6234891E+00  0.0000000E+00  0.1284614E-02
    1  0.3049588E+00  0.2431965E+00 -0.1650000E+00  0.7818319E+00  0.6234891E+00  0.0000000E+00  0.1284610E-02
    1  0.3049588E+00  0.2431965E+00 -0.1283334E+00  0.7818320E+00  0.6234891E+00  0.0000000E+00  0.1284614E-02
